Make_ID,Make_Name,Model_ID,Model_Name,MSRP,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Displacement,Cylinder,Vehicle Class,EPA Air Pollution Score
474,Honda,1861,Accord,28159.5,nan,nan,25400.0,17383.222222222200,16821.333333333300,11995.0,7941.0,8995.0,10481.0,nan,8337.0,8500.0,6078.333333333330,1.5,4,large car,7
474,Honda,1863,Civic,23822.5,nan,16810.5,14610.42857142860,14737.5,12580.09090909090,12549.5,8998.0,nan,nan,nan,nan,nan,nan,1.5,4,small car,7
474,Honda,1869,Odyssey,37720.833333333300,nan,nan,nan,20497.23076923080,19395.166666666700,15000.0,12990.0,12995.0,8641.5,nan,8245.0,2488.0,nan,3.5,6,minivan,5
474,Honda,1870,Insight,25248.8,nan,21326.6,nan,nan,nan,nan,nan,6932.0,nan,nan,9600.0,nan,nan,1.5,4,midsize car,7
474,Honda,2127,Fit,17976.5,nan,17550.0,17988.0,13338.25,12763.2,11618.0,nan,10098.333333333300,7372.5,nan,2988.0,nan,4628.0,,,,
474,Honda,1875,FCX Clarity,,,,,,,,,,,,,,,,,,
474,Honda,2128,CR-Z,,,,,,,,,,,,,,,,,,
474,Honda,3153,S2000,,,,,,,,,,,,,,,,,,
474,Honda,5107,Prelude,,,,,,,,,,,,,,,,,,
474,Honda,9577,del Sol,,,,,,,,,,,,,,,,,,
474,Honda,11517,EV Plus,,,,,,,,,,,,,,,,,,
474,Honda,14249,CLARITY,,,,,,,,,,,,,,,,,,
474,Honda,18584,Civic Si / Civic Si HPT,,,,,,,,,,,,,,,,,,
474,Honda,26026,CLARITY ELECTRIC,,,,,,,,,,,,,,,,,,
498,Hyundai,2735,Elantra,22028.0,14995.0,13133.8,12355.7,12265.272727272700,10730.75,nan,nan,nan,nan,nan,nan,nan,nan,1.4,4,midsize car,3
498,Hyundai,2298,Veloster,24123.5,22991.0,19821.8,nan,12798.0,12773.153846153800,10521.0,13100.0,8570.75,5995.0,nan,nan,nan,nan,1.6,4,small car,5
498,Hyundai,2058,Tucson,28457.433333333300,nan,17995.0,17163.846153846200,17582.125,14769.666666666700,10985.0,11510.0,nan,9100.0,nan,nan,nan,8755.0,,,,
498,Hyundai,2459,Sonata,29915.833333333300,nan,17488.0,16790.5,14104.714285714300,13166.666666666700,12657.4,8750.0,9408.714285714290,7490.666666666670,5895.0,6995.0,nan,nan,,,,
498,Hyundai,2773,Accent,17560.5,nan,11986.0,12497.0,9726.947368421050,8993.0,8878.0,6300.0,5497.0,nan,nan,nan,nan,nan,1.6,4,small car,3
498,Hyundai,21961,Ioniq,29570.166666666700,nan,24298.333333333300,22483.75,17973.333333333300,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A,N/A,midsize car,10
498,Hyundai,2056,Equus,,,,,,,,,,,,,,,,,,
498,Hyundai,2057,Santa Fe,,,,,,,,,,,,,,,,,,
498,Hyundai,2458,Genesis Coupe,,,,,,,,,,,,,,,,,,
498,Hyundai,2736,Entourage,,,,,,,,,,,,,,,,,,
498,Hyundai,2771,Azera,,,,,,,,,,,,,,,,,,
498,Hyundai,2772,Veracruz,,,,,,,,,,,,,,,,,,
498,Hyundai,2774,Genesis,,,,,,,,,,,,,,,,,,
498,Hyundai,5847,Tiburon,,,,,,,,,,,,,,,,,,
498,Hyundai,5871,Elantra Touring,,,,,,,,,,,,,,,,,,
498,Hyundai,5872,XG 350,,,,,,,,,,,,,,,,,,
498,Hyundai,9242,Excel,,,,,,,,,,,,,,,,,,
498,Hyundai,9252,Scoupe,,,,,,,,,,,,,,,,,,
498,Hyundai,9319,XG300,,,,,,,,,,,,,,,,,,
498,Hyundai,11447,Elantra GT,,,,,,,,,,,,,,,,,,
498,Hyundai,14192,Pony,,,,,,,,,,,,,,,,,,
498,Hyundai,14193,Stellar,,,,,,,,,,,,,,,,,,
480,Infiniti,1899,QX50,47360.833333333300,nan,29740.8,nan,21218.9,19106.928571428600,16700.0,13997.0,nan,nan,nan,nan,nan,nan,2,4,small SUV,5
480,Infiniti,1901,Q50,48665.666666666700,nan,31633.5,23488.0,21970.428571428600,20711.36842105260,11997.0,13995.0,nan,nan,nan,nan,nan,nan,3,6,midsize car,3
480,Infiniti,1902,Q60,57955.9375,nan,39425.666666666700,34060.71428571430,29611.777777777800,nan,21484.0,19633.333333333300,nan,nan,nan,nan,nan,nan,3,6,small car,3
480,Infiniti,1903,Q70,53985.0,nan,30781.333333333300,23040.0,32786.0,22411.4,25349.5,17890.0,nan,nan,nan,nan,nan,nan,,,,
480,Infiniti,13820,QX30,41687.5,nan,26826.5,23731.166666666700,21976.333333333300,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,
480,Infiniti,1900,Q40,,,,,,,,,,,,,,,,,,
480,Infiniti,2038,Q70L,,,,,,,,,,,,,,,,,,
480,Infiniti,2304,Q45,,,,,,,,,,,,,,,,,,
480,Infiniti,2305,G35,,,,,,,,,,,,,,,,,,
480,Infiniti,2306,M35,,,,,,,,,,,,,,,,,,
480,Infiniti,2307,M45,,,,,,,,,,,,,,,,,,
480,Infiniti,2337,G37,,,,,,,,,,,,,,,,,,
480,Infiniti,2338,EX35,,,,,,,,,,,,,,,,,,
480,Infiniti,2356,M56,,,,,,,,,,,,,,,,,,
480,Infiniti,2357,M37,,,,,,,,,,,,,,,,,,
480,Infiniti,2358,G25,,,,,,,,,,,,,,,,,,
480,Infiniti,2368,M35h,,,,,,,,,,,,,,,,,,
480,Infiniti,5572,J30,,,,,,,,,,,,,,,,,,
480,Infiniti,5573,G20,,,,,,,,,,,,,,,,,,
480,Infiniti,5813,I35,,,,,,,,,,,,,,,,,,
480,Infiniti,8702,I30,,,,,,,,,,,,,,,,,,
480,Infiniti,11510,M30,,,,,,,,,,,,,,,,,,
442,Jaguar,2242,XJ,90508.0,nan,nan,41298.5,38098.125,29999.0,30050.0,21700.0,nan,3995.0,nan,nan,nan,nan,,,,
442,Jaguar,2285,XF,64167.041666666700,nan,nan,41910.333333333300,28099.6,26766.5,18250.0,18494.5,nan,20000.0,nan,9495.0,nan,nan,2,4,midsize car,7
442,Jaguar,2375,F-Type,98227.38888888890,nan,102900.0,59700.0,43189.857142857100,43620.0,nan,35100.0,nan,nan,nan,nan,nan,nan,2,4,small car,7
442,Jaguar,11440,XE,51150.083333333300,nan,35900.0,31605.9375,25188.35714285710,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,4,small car,7
442,Jaguar,2286,XK,,,,,,,,,,,,,,,,,,
442,Jaguar,2313,X-Type,,,,,,,,,,,,,,,,,,
442,Jaguar,2314,S-Type,,,,,,,,,,,,,,,,,,
442,Jaguar,6437,Vanden Plas,,,,,,,,,,,,,,,,,,
442,Jaguar,9339,XK8,,,,,,,,,,,,,,,,,,
442,Jaguar,9340,XJR,,,,,,,,,,,,,,,,,,
442,Jaguar,13576,Super V8,,,,,,,,,,,,,,,,,,
442,Jaguar,13578,XJ8,,,,,,,,,,,,,,,,,,
442,Jaguar,14145,XJ6,,,,,,,,,,,,,,,,,,
442,Jaguar,14615,XJS,,,,,,,,,,,,,,,,,,
442,Jaguar,25776,XJ12,,,,,,,,,,,,,,,,,,
442,Jaguar,26175,XKR,,,,,,,,,,,,,,,,,,
499,Kia,2299,Rio,18324.821428571400,nan,13345.5,11858.285714285700,11330.0,9175.0,nan,9897.666666666670,10762.5,nan,nan,nan,4375.0,nan,1.6,4,small car,3
499,Kia,2462,Forte,20866.0,nan,14264.0,11412.933333333300,11586.8,10979.333333333300,8588.0,nan,nan,nan,nan,nan,nan,nan,1.6,4,midsize car,5
499,Kia,2739,Optima,26416.833333333300,nan,14853.5,14115.666666666700,15793.75,14626.833333333300,11356.888888888900,16900.0,8445.333333333330,8995.0,nan,nan,nan,nan,1.6,4,large car,5
499,Kia,2740,Sedona,34077.0,nan,25874.5,22944.5,18566.5,19182.090909090900,19439.5,10995.0,nan,7299.0,nan,nan,nan,nan,3.3,6,minivan,5
499,Kia,2769,Sorento,33646.5,nan,18765.666666666700,nan,16885.333333333300,17127.428571428600,14871.75,13100.0,9116.666666666670,8631.333333333330,9175.333333333330,nan,nan,nan,2.4,4,small SUV,5
499,Kia,2770,Sportage,30686.833333333300,nan,17903.375,16808.85714285710,15988.785714285700,nan,nan,nan,nan,7806.0,nan,nan,6995.0,nan,2,4,small SUV,5
499,Kia,3071,Cadenza,39580.0,nan,nan,22200.0,22788.75,17708.545454545500,16417.0,15400.0,nan,nan,nan,nan,nan,nan,,,,
499,Kia,21370,Stinger,48311.666666666700,nan,45922.5,33658.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,4,midsize car,3
499,Kia,2461,Borrego,,,,,,,,,,,,,,,,,,
499,Kia,2738,Rondo,,,,,,,,,,,,,,,,,,
499,Kia,3184,K900,,,,,,,,,,,,,,,,,,
499,Kia,5498,Sephia,,,,,,,,,,,,,,,,,,
499,Kia,5499,Spectra,,,,,,,,,,,,,,,,,,
499,Kia,5500,Amanti,,,,,,,,,,,,,,,,,,
499,Kia,5759,Spectra LD,,,,,,,,,,,,,,,,,,
499,Kia,9243,Sephia II/Spectra,,,,,,,,,,,,,,,,,,
499,Kia,12815,Forte Koup,,,,,,,,,,,,,,,,,,
499,Kia,21371,Optima Hybrid/Plug-in Hybrid,,,,,,,,,,,,,,,,,,
515,Lexus,2180,GS,58875.69565217390,nan,33684.71428571430,nan,24700.0,20285.625,19920.75,13995.0,8971.0,nan,nan,7200.0,nan,nan,3.5,6,midsize car,5
515,Lexus,2182,LS,94842.0,nan,nan,62166.75,37988.0,nan,33996.333333333300,31924.0,27206.5,21950.0,nan,19194.0,nan,11493.0,3.4,6,midsize car,3
515,Lexus,2184,IS,47041.1,nan,30680.0,26995.0,24016.555555555600,23754.846153846200,22498.0,19234.5,14997.0,nan,nan,nan,nan,nan,2,4,small car,5
515,Lexus,2212,LX,97931.57894736840,nan,nan,nan,64830.333333333300,50992.5,49298.5,38999.0,29998.0,nan,nan,nan,nan,28990.0,5.7,8,standard SUV,3
515,Lexus,2475,ES,48437.26666666670,nan,nan,24206.4,18111.666666666700,16170.75,nan,10495.0,7995.0,nan,nan,5995.0,nan,7996.0,2.5,4,midsize car,7
515,Lexus,3406,RC,51771.4,nan,48010.0,40595.666666666700,33074.0,28700.2,27345.0,nan,nan,nan,nan,nan,nan,nan,5,8,small car,5
515,Lexus,24984,UX,39545.0,nan,33920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,
515,Lexus,2183,SC,,,,,,,,,,,,,,,,,,
515,Lexus,3154,CT,,,,,,,,,,,,,,,,,,
515,Lexus,3185,HS,,,,,,,,,,,,,,,,,,
515,Lexus,3652,LFA,,,,,,,,,,,,,,,,,,
515,Lexus,14273,LC500 / LC 500h,,,,,,,,,,,,,,,,,,
515,Lexus,21951,RC F,,,,,,,,,,,,,,,,,,
515,Lexus,26492,LS/LS HYBRID,,,,,,,,,,,,,,,,,,
464,Lincoln,1790,MKZ,46162.333333333300,nan,nan,27473.5,22989.29411764710,19597.333333333300,17990.0,16100.0,12713.75,nan,8495.0,nan,3995.0,nan,2,4,midsize car,5
464,Lincoln,5192,Continental,60892.0,nan,37264.2,31538.333333333300,4998.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,
464,Lincoln,1791,Town Car,,,,,,,,,,,,,,,,,,
464,Lincoln,1794,MKS,,,,,,,,,,,,,,,,,,
464,Lincoln,2367,LS,,,,,,,,,,,,,,,,,,
464,Lincoln,2776,Zephyr,,,,,,,,,,,,,,,,,,
464,Lincoln,6794,Mark,,,,,,,,,,,,,,,,,,
443,Maserati,1699,Quattroporte,125412.5,nan,nan,nan,29245,29600,nan,30500,16995,14500,nan,nan,nan,nan,3.8,8,large car,1
443,Maserati,1700,Granturismo,160635.0,nan,nan,nan,nan,nan,nan,51654.666666666700,43300.0,nan,42300.0,nan,nan,31900.0,,,,
443,Maserati,11445,Ghibli,92001.66666666670,nan,66698.0,46392.333333333300,38286.666666666700,37200.0,30745.0,26995.0,nan,nan,nan,nan,nan,nan,3,6,midsize car,1
443,Maserati,11446,Levante,93496.92307692310,nan,73545,49875,55199,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,6,standard SUV,1
443,Maserati,9746,Coupe,,,,,,,,,,,,,,,,,,
443,Maserati,9747,Spyder,,,,,,,,,,,,,,,,,,
443,Maserati,14622,Merak,,,,,,,,,,,,,,,,,,
443,Maserati,14623,Biturbo,,,,,,,,,,,,,,,,,,
443,Maserati,23167,TC,,,,,,,,,,,,,,,,,,
443,Maserati,23168,430,,,,,,,,,,,,,,,,,,
443,Maserati,23169,228,,,,,,,,,,,,,,,,,,
473,Mazda,2074,Mazda3,27079.533333333300,nan,20740.0,17339.666666666700,15974.857142857100,13086.777777777800,13200.0,10941.5,9498.0,6900.0,5200.0,9995.0,nan,nan,,,,
473,Mazda,2078,Mazda6,29374.133333333300,nan,nan,22380.0,15873.6,15563.555555555600,15000.0,13800.0,nan,7150.0,5830.0,nan,nan,nan,,,,
473,Mazda,10202,CX-3,25459.666666666700,nan,19161.85714285710,17538.25,17209.0,16276.0,nan,nan,nan,nan,nan,nan,nan,nan,,,,
473,Mazda,2072,MX-5,,,,,,,,,,,,,,,,,,
473,Mazda,2073,RX-8,,,,,,,,,,,,,,,,,,
473,Mazda,2075,Mazda5,,,,,,,,,,,,,,,,,,
473,Mazda,2153,Mazda2,,,,,,,,,,,,,,,,,,
473,Mazda,2322,MPV,,,,,,,,,,,,,,,,,,
473,Mazda,5410,Protege,,,,,,,,,,,,,,,,,,
473,Mazda,5470,Millenia,,,,,,,,,,,,,,,,,,
473,Mazda,5471,626,,,,,,,,,,,,,,,,,,
473,Mazda,5494,323,,,,,,,,,,,,,,,,,,
473,Mazda,5495,MX-3,,,,,,,,,,,,,,,,,,
473,Mazda,5496,929,,,,,,,,,,,,,,,,,,
473,Mazda,5497,RX-7,,,,,,,,,,,,,,,,,,
473,Mazda,7791,MX-6,,,,,,,,,,,,,,,,,,
473,Mazda,13839,GLC,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,24879,A-Class,41089.666666666700,40125.0,37717.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,
449,Mercedes-Benz,2081,E-Class,81371.16666666670,53998.0,51664.666666666700,41498.0,29471.235294117600,24638.4,nan,20493.0,nan,14246.5,nan,nan,nan,nan,,,,
449,Mercedes-Benz,2131,G-Class,168101.66666666700,151965.33333333300,95994.0,nan,89888.0,76529.0,56900.0,nan,52498.0,nan,nan,nan,44995.0,nan,,,,
449,Mercedes-Benz,2085,C-Class,59051.0,nan,nan,nan,22000.0,19658.75,18781.666666666700,14703.0,10222.0,10495.0,8495.0,nan,nan,nan,,,,
449,Mercedes-Benz,2086,S-Class,129265.5,nan,67566.8,nan,47930.625,41730.28571428570,30000.0,23932.0,18997.0,nan,15942.0,17745.0,nan,5495.0,,,,
449,Mercedes-Benz,14014,300,61627.0,nan,38264.0,nan,27735.333333333300,22298.0,nan,nan,nan,nan,nan,nan,nan,nan,,,,
449,Mercedes-Benz,2079,SL-Class,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,2080,SLK-Class,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,2082,CLS-Class,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,2083,CLA-Class,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,2084,GLA-Class,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,2087,SLS-Class,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,2113,B-Class,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,2678,CL-Class,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,2822,CLK-Class,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,2936,SLR McLaren,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,5881,AMG GT,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,11452,SLC-Class,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,14013,190,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,14015,500,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,14773,280,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,14774,240,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,14775,380,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,17597,400,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,17598,600,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,17599,350,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,17600,420,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,17601,560,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,17602,260,,,,,,,,,,,,,,,,,,
449,Mercedes-Benz,26499,EQC-Class,,,,,,,,,,,,,,,,,,
5848,MGS Grand Sport (Mardikian),15271,Miami ,,,,,,,,,,,,,,,,,,
481,Mitsubishi,2163,Outlander,30227.333333333300,nan,19486.555555555600,19422.454545454500,14157.333333333300,15248.833333333300,nan,9495.0,nan,7681.0,nan,nan,nan,nan,2.4,4,small SUV,5
481,Mitsubishi,2342,Mirage,17608.0,nan,11596.8,11794.0,9000.454545454550,nan,6985.0,7498.0,nan,nan,nan,nan,nan,nan,,,,
481,Mitsubishi,2164,Lancer,,,,,,,,,,,,,,,,,,
481,Mitsubishi,2165,Galant,,,,,,,,,,,,,,,,,,
481,Mitsubishi,2166,Eclipse,,,,,,,,,,,,,,,,,,
481,Mitsubishi,2167,Endeavor,,,,,,,,,,,,,,,,,,
481,Mitsubishi,2318,Montero,,,,,,,,,,,,,,,,,,
481,Mitsubishi,2321,Eclipse Spyder,,,,,,,,,,,,,,,,,,
481,Mitsubishi,2336,RVR,,,,,,,,,,,,,,,,,,
481,Mitsubishi,2339,i-MiEV,,,,,,,,,,,,,,,,,,
481,Mitsubishi,2340,Outlander - PHEV,,,,,,,,,,,,,,,,,,
481,Mitsubishi,5422,Expo,,,,,,,,,,,,,,,,,,
481,Mitsubishi,5423,3000 GT,,,,,,,,,,,,,,,,,,
481,Mitsubishi,5424,3000 GT Spyder,,,,,,,,,,,,,,,,,,
481,Mitsubishi,5425,Diamante,,,,,,,,,,,,,,,,,,
481,Mitsubishi,5426,Truck,,,,,,,,,,,,,,,,,,
481,Mitsubishi,5755,Montero Sport,,,,,,,,,,,,,,,,,,
481,Mitsubishi,5808,Lancer SportBack,,,,,,,,,,,,,,,,,,
481,Mitsubishi,5809,Lancer Evolution,,,,,,,,,,,,,,,,,,
481,Mitsubishi,13842,Mirage G4,,,,,,,,,,,,,,,,,,
481,Mitsubishi,13867,Outlander Sport,,,,,,,,,,,,,,,,,,
481,Mitsubishi,14367,Expo LRV,,,,,,,,,,,,,,,,,,
481,Mitsubishi,14423,Precis ,,,,,,,,,,,,,,,,,,
481,Mitsubishi,14445,Sigma ,,,,,,,,,,,,,,,,,,
481,Mitsubishi,14446,Starion ,,,,,,,,,,,,,,,,,,
481,Mitsubishi,14454,Tredia,,,,,,,,,,,,,,,,,,
481,Mitsubishi,14455,Cordia,,,,,,,,,,,,,,,,,,
478,Nissan,2302,Maxima,37974.0,35997.0,23009.5,22184.0,20064.466666666700,16911.0,nan,11616.666666666700,8350.0,13522.5,10499.0,nan,nan,nan,3.5,6,midsize car,3
478,Nissan,1890,GT-R,162560.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55995,nan,nan,3.8,6,small car,3
478,Nissan,1894,Versa,18758.5,nan,11795.0,10739.52380952380,9300.5,nan,6993.5,nan,nan,nan,6481.0,nan,nan,nan,1.6,4,small car,7
478,Nissan,1904,Altima,29599.166666666700,nan,21596.0,13781.6,13214.25,10746.6,10098.0,11494.0,8109.0,10325.0,nan,nan,4145.0,nan,2.5,4,midsize car,7
478,Nissan,1905,Leaf,38510.166666666700,nan,24996.0,26800.0,15474.5,12833.111111111100,11835.714285714300,11200.0,9900.0,8122.5,8000.0,nan,nan,nan,,,,
478,Nissan,1906,370Z,43185.0,nan,30216.0,32566.666666666700,25557.14285714290,23366.666666666700,23750.0,20778.0,19850.0,18665.0,20100.0,18900.0,19295.0,nan,3.7,6,small car,3
478,Nissan,1907,Sentra,20685.166666666700,nan,13821.57142857140,12085.75,11372.181818181800,10597.0,6995.0,nan,nan,6250.0,nan,nan,nan,nan,,,,
478,Nissan,22791,Kicks,21997.833333333300,nan,18339.923076923100,17151.666666666700,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,
478,Nissan,1898,Versa Note,,,,,,,,,,,,,,,,,,
478,Nissan,2303,350Z,,,,,,,,,,,,,,,,,,
478,Nissan,5565,240SX,,,,,,,,,,,,,,,,,,
478,Nissan,5566,300ZX,,,,,,,,,,,,,,,,,,
478,Nissan,5756,Altra-EV,,,,,,,,,,,,,,,,,,
478,Nissan,11506,NX,,,,,,,,,,,,,,,,,,
478,Nissan,11507,NX/Sentra,,,,,,,,,,,,,,,,,,
478,Nissan,11508,Stanza,,,,,,,,,,,,,,,,,,
478,Nissan,11509,Axxess,,,,,,,,,,,,,,,,,,
478,Nissan,13524,PULSAR,,,,,,,,,,,,,,,,,,
478,Nissan,14329,Stanza Wagon,,,,,,,,,,,,,,,,,,
478,Nissan,14385,200SX,,,,,,,,,,,,,,,,,,
478,Nissan,17214,Rogue Sports,,,,,,,,,,,,,,,,,,
478,Nissan,17615,Sentra Classic,,,,,,,,,,,,,,,,,,
478,Nissan,17616,Altra,,,,,,,,,,,,,,,,,,
478,Nissan,17817,Micra,,,,,,,,,,,,,,,,,,
584,Porsche,7832,911,130711.42857142900,70937.5,72998.0,45988.0,56400.0,41900.0,32445.5,37962.666666666700,32900.0,nan,25797.5,nan,18975.0,nan,3,6,small car,5
584,Porsche,7895,Cayenne,79811.11111111110,nan,42079.0,nan,36631.666666666700,34477.0,38403.5,27539.0,22366.75,18000.0,19595.0,9997.0,nan,13991.0,3,6,standard SUV,5
584,Porsche,7994,Panamera,126205.0,nan,nan,82571.0,105778.0,47346.0,47633.333333333300,50913.5,37700.0,42500.0,27999.0,27900.0,nan,nan,3,6,large car,5
584,Porsche,7847,Boxster,,,,,,,,,,,,,,,,,,
584,Porsche,7900,Cayman,,,,,,,,,,,,,,,,,,
584,Porsche,8022,918,,,,,,,,,,,,,,,,,,
584,Porsche,13846,944,,,,,,,,,,,,,,,,,,
584,Porsche,13847,928,,,,,,,,,,,,,,,,,,
584,Porsche,13848,924,,,,,,,,,,,,,,,,,,
584,Porsche,13871,Boxster S,,,,,,,,,,,,,,,,,,
584,Porsche,14080,968,,,,,,,,,,,,,,,,,,
584,Porsche,18282,718,,,,,,,,,,,,,,,,,,
6792,Stanford Customs,18235,Malibu Sedan,,,,,,,,,,,,,,,,,,
6792,Stanford Customs,18236,Cordova Sedan,,,,,,,,,,,,,,,,,,
6792,Stanford Customs,18237,Classic Sedan,,,,,,,,,,,,,,,,,,
523,Subaru,2232,Legacy,30975.066666666700,nan,22099.2,19265.0,16822.333333333300,14497.5,nan,nan,6995.0,9500.0,4250.0,6989.0,7495.0,nan,2.4,4,large car,3
523,Subaru,2233,Outback,36416.9,nan,21797.625,18668.5,15795.0,16998.0,10392.5,8447.5,8297.0,8749.5,3650.0,3995.0,nan,nan,2.4,4,small SUV,3
523,Subaru,2234,Forester,30423.033333333300,nan,23559.333333333300,nan,20351.133333333300,18982.25,17793.0,10646.25,nan,nan,nan,6400.0,7295.0,4995.0,2.5,4,small SUV,7
523,Subaru,2235,Impreza,22932.433333333300,nan,17247.909090909100,15200.5,11094.0,14991.0,nan,7995.0,4990.0,7566.666666666670,nan,nan,6635.0,2985.0,2,4,midsize car,7
523,Subaru,2237,WRX,35459.066666666700,nan,29944.25,25980.0,23786.583333333300,22003.0,21432.833333333300,nan,nan,nan,nan,nan,nan,nan,2,4,small car,1
523,Subaru,2238,BRZ,31456.571428571400,nan,28150.0,25300.0,22132.333333333300,23000.0,19166.666666666700,16631.666666666700,17840.0,nan,nan,nan,nan,nan,2,4,small car,1
523,Subaru,6093,SVX,,,,,,,,,,,,,,,,,,
523,Subaru,14213,Justy,,,,,,,,,,,,,,,,,,
523,Subaru,14226,Loyale,,,,,,,,,,,,,,,,,,
523,Subaru,14245,Brat,,,,,,,,,,,,,,,,,,
523,Subaru,17873,XT,,,,,,,,,,,,,,,,,,
523,Subaru,17874,XT6,,,,,,,,,,,,,,,,,,
523,Subaru,18054,DL,,,,,,,,,,,,,,,,,,
523,Subaru,18055,GL,,,,,,,,,,,,,,,,,,
523,Subaru,18056,GL-10,,,,,,,,,,,,,,,,,,
523,Subaru,18059,RX,,,,,,,,,,,,,,,,,,
523,Subaru,18081,Standard,,,,,,,,,,,,,,,,,,
523,Subaru,18099,GLF,,,,,,,,,,,,,,,,,,
441,Tesla,1685,Model S,,,,,,,,,,,,,,,,,,
441,Tesla,2071,Roadster,,,,,,,,,,,,,,,,,,
441,Tesla,10199,Model X,,,,,,,,,,,,,,,,,,
441,Tesla,17834,Model 3,,,,,,,,,,,,,,,,,,
441,Tesla,27027,Model Y,,,,,,,,,,,,,,,,,,
448,Toyota,2208,Corolla,24372.566666666700,nan,13339.444444444400,12491.0,9987.0,7399.5,5999.0,nan,nan,nan,nan,3995.0,2995.0,nan,1.8,4,small car,5
448,Toyota,2209,PRIUS,29433.3,nan,nan,nan,14398.333333333300,10825.5,nan,12996.0,7995.0,8326.4,5595.666666666670,5691.0,4999.0,4747.0,,,,
448,Toyota,2464,Yaris,19130.833333333300,nan,16147.5,12500.0,11800.0,nan,8493.0,nan,4499.0,nan,5991.0,nan,4465.25,3450.0,1.5,4,small car,3
448,Toyota,2465,Avalon,43078.833333333300,nan,14490.0,nan,8000.0,7629.666666666670,nan,nan,6742.666666666670,nan,6995.0,5998.0,nan,6995.0,3.5,6,midsize car,5
448,Toyota,2469,Camry,29861.8,nan,18722.0,17834.0,15958.333333333300,12995.0,11727.5,nan,12995.0,nan,nan,6655.0,6900.0,nan,2.5,4,midsize car,7
448,Toyota,13602,86,31046.6,nan,26800,nan,22150,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,4,small car,1
448,Toyota,17213,C-HR,25217.0,nan,19988.5,17875.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,4,small car,3
448,Toyota,2206,SCION xA,,,,,,,,,,,,,,,,,,
448,Toyota,2207,SCION tC,,,,,,,,,,,,,,,,,,
448,Toyota,2315,Scion FR-S,,,,,,,,,,,,,,,,,,
448,Toyota,2466,Corolla Matrix,,,,,,,,,,,,,,,,,,
448,Toyota,2803,Solara,,,,,,,,,,,,,,,,,,
448,Toyota,2933,SCION xD,,,,,,,,,,,,,,,,,,
448,Toyota,3155,FCHV-adv,,,,,,,,,,,,,,,,,,
448,Toyota,3644,Tercel,,,,,,,,,,,,,,,,,,
448,Toyota,3645,Celica,,,,,,,,,,,,,,,,,,
448,Toyota,3647,Supra,,,,,,,,,,,,,,,,,,
448,Toyota,3648,MR2,,,,,,,,,,,,,,,,,,
448,Toyota,3649,Paseo,,,,,,,,,,,,,,,,,,
448,Toyota,3650,Echo,,,,,,,,,,,,,,,,,,
448,Toyota,3655,Cressida,,,,,,,,,,,,,,,,,,
448,Toyota,10198,Mirai,,,,,,,,,,,,,,,,,,
448,Toyota,10241,Scion iQ,,,,,,,,,,,,,,,,,,
448,Toyota,11501,Scion iM,,,,,,,,,,,,,,,,,,
448,Toyota,13603,Scion iA,,,,,,,,,,,,,,,,,,
448,Toyota,13822,Prius V,,,,,,,,,,,,,,,,,,
448,Toyota,13823,Prius C,,,,,,,,,,,,,,,,,,
448,Toyota,13824,Prius Plug-in,,,,,,,,,,,,,,,,,,
448,Toyota,14510,Starlet,,,,,,,,,,,,,,,,,,
